Id,SalePrice
1461,131504.5
1462,156241.0
1463,177595.32
1464,181809.17
1465,207582.56
1466,183365.35
1467,175536.12
1468,175777.7
1469,177759.62
1470,118340.5
1471,192699.3
1472,90487.5
1473,101573.0
1474,151374.5
1475,133686.5
1476,363621.84
1477,265428.71
1478,299181.92
1479,231776.1
1480,435240.86
1481,301639.62
1482,212556.45
1483,177175.54
1484,170274.48
1485,167345.9
1486,203516.75
1487,328021.65
1488,246666.88
1489,209396.33
1490,199819.02
1491,190137.55
1492,102692.5
1493,182101.85
1494,293338.17
1495,308312.0
1496,212612.48
1497,175536.32
1498,150694.58
1499,149680.89
1500,156889.8
1501,170008.4
1502,152384.44
1503,312914.44
1504,225974.88
1505,216899.88
1506,192560.0
1507,228215.66
1508,206775.95
1509,165042.5
1510,149493.0
1511,150191.12
1512,161642.6
1513,158157.5
1514,173869.55
1515,182809.84
1516,175681.2
1517,148540.25
1518,126805.47
1519,224993.35
1520,136532.25
1521,146121.0
1522,169483.5
1523,109947.0
1524,120713.5
1525,129661.5
1526,128961.0
1527,108604.0
1528,129877.5
1529,142193.25
1530,162849.5
1531,130745.14
1532,108861.5
1533,146804.5
1534,118601.79
1535,165106.98
1536,121534.58
1537,92293.5
1538,200385.5
1539,237710.38
1540,113827.17
1541,155261.8
1542,151047.04
1543,216502.61
1544,83045.0
1545,105205.0
1546,122771.5
1547,135397.98
1548,138148.84
1549,120328.5
1550,148959.18
1551,118145.75
1552,153584.41
1553,157088.87
1554,110192.24
1555,177358.0
1556,97519.0
1557,124674.95
1558,97216.5
1559,118130.55
1560,152090.5
1561,153677.0
1562,127437.83
1563,120942.6
1564,156680.85
1565,150828.34
1566,199687.68
1567,85968.5
1568,219240.7
1569,147047.14
1570,133989.0
1571,130140.61
1572,142495.5
1573,239210.74
1574,119242.5
1575,205975.02
1576,214289.98
1577,204909.75
1578,153049.21
1579,146482.5
1580,193827.55
1581,141916.7
1582,127011.6
1583,343713.41
1584,245244.57
1585,138974.6666666667
1586,80317.0
1587,108233.5
1588,147778.36
1589,108507.5
1590,134335.25
1591,101433.5
1592,127663.5
1593,114811.5
1594,128109.74
1595,124844.6
1596,224514.95
1597,163865.63
1598,193288.98
1599,211701.4
1600,197798.56
1601,72088.0
1602,110688.5
1603,104766.33
1604,276254.61
1605,254471.22
1606,166104.5
1607,173811.37
1608,213649.62
1609,200593.49
1610,155555.94
1611,151354.11
1612,155801.23
1613,170801.43
1614,122862.8
1615,85556.0
1616,84961.5
1617,92451.0
1618,127566.0
1619,134798.33
1620,156353.66
1621,143636.85
1622,150105.34
1623,298409.95
1624,213418.77
1625,128436.83
1626,172013.5
1627,189675.75
1628,290443.67
1629,170597.28
1630,375365.69
1631,226735.34
1632,255841.57
1633,160743.76
1634,183265.9
1635,180901.47
1636,168062.14
1637,170045.97
1638,207702.5
1639,185698.5
1640,248247.47
1641,187659.4
1642,214778.16
1643,222808.45
1644,229836.44
1645,178888.55
1646,154335.0
1647,160059.9
1648,142177.37
1649,140192.5
1650,120750.16666666669
1651,121208.5
1652,92618.0
1653,99974.33
1654,158503.9
1655,153824.4
1656,151813.74
1657,158630.54
1658,153613.82
1659,138480.0
1660,143520.5
1661,424673.47
1662,372128.66
1663,378221.22
1664,410404.22
1665,311939.24
1666,337278.03
1667,372723.78
1668,325310.79
1669,292778.97
1670,338999.52
1671,254336.9
1672,439855.44
1673,307402.25
1674,253030.98
1675,189005.11
1676,188238.92
1677,217646.34
1678,397518.81
1679,384579.1
1680,332518.86
1681,269093.66
1682,304743.12
1683,187263.44
1684,175290.65
1685,174163.35
1686,168735.08
1687,163833.47
1688,190051.66
1689,187601.4
1690,184305.4
1691,167858.34
1692,259155.16
1693,164511.71
1694,185498.6
1695,164603.68
1696,274821.66
1697,169095.02
1698,361953.7
1699,335682.08
1700,243769.85
1701,271118.94
1702,267759.35
1703,254840.23
1704,312540.28
1705,239834.84
1706,388918.05
1707,215988.37
1708,220247.54
1709,297005.09
1710,232099.99
1711,262271.57
1712,233027.08
1713,241892.56
1714,221372.07
1715,199362.03
1716,193002.51
1717,166186.66
1718,138085.56
1719,206980.37
1720,260393.08
1721,173379.69
1722,134800.37
1723,156567.19
1724,212992.53
1725,230224.7
1726,185724.59
1727,179211.28
1728,185399.91
1729,162809.06
1730,169324.8
1731,120417.75
1732,131788.5
1733,127496.83
1734,132688.75
1735,135659.1
1736,115897.0
1737,370159.68
1738,217646.85
1739,260895.03
1740,181307.99
1741,183755.61
1742,168221.95
1743,166772.58
1744,323659.57
1745,213416.84
1746,269009.05
1747,207119.06
1748,201688.54
1749,157219.5
1750,150891.0
1751,236288.24
1752,123243.33
1753,145589.85
1754,211269.69
1755,166157.05
1756,123958.66666666666
1757,122404.5
1758,145847.5
1759,165809.0
1760,153816.5
1761,159724.0
1762,167720.91
1763,163313.0
1764,115422.5
1765,180793.5
1766,165808.85
1767,208391.46
1768,137666.75
1769,156888.05
1770,140010.0
1771,137627.5
1772,141091.24
1773,143250.75
1774,127360.14
1775,129424.5
1776,119543.5
1777,116746.0
1778,128379.25
1779,117455.5
1780,180635.0
1781,127975.0
1782,92224.33
1783,127864.13
1784,99431.5
1785,117746.75
1786,145801.0
1787,168764.15
1788,63844.0
1789,111909.0
1790,81511.0
1791,177212.05
1792,157002.5
1793,138429.5
1794,141063.43
1795,138362.0
1796,122394.5
1797,126755.15
1798,125900.75
1799,112220.83
1800,123489.0
1801,129524.74
1802,169477.52
1803,158465.0
1804,141132.9
1805,135643.5
1806,110651.66
1807,157562.0
1808,120972.5
1809,126198.77
1810,150836.73
1811,117529.64
1812,119820.76
1813,120772.0
1814,97250.33
1815,70930.99
1816,100378.0
1817,118861.66
1818,152244.0
1819,115150.9
1820,71695.0
1821,130504.48
1822,159807.7
1823,64185.0
1824,137719.75
1825,143845.23
1826,95405.0
1827,110110.29
1828,142917.92
1829,118011.0
1830,156593.45
1831,168565.8
1832,116653.41
1833,155033.0
1834,126809.42
1835,166189.5
1836,136385.07
1837,98591.5
1838,136338.84
1839,86986.0
1840,166357.0
1841,146292.49
1842,98466.5
1843,146044.5
1844,138501.92
1845,143995.19
1846,151680.0
1847,149183.93
1848,65430.0
1849,116463.47
1850,129160.25
1851,157864.34
1852,127282.0
1853,132742.3
1854,168149.6
1855,148262.29
1856,215409.8
1857,151543.26
1858,142771.62
1859,127844.97
1860,153209.42
1861,128249.67
1862,276864.01
1863,275456.13
1864,275456.13
1865,326781.36
1866,329415.42
1867,253923.11
1868,316848.69
1869,191209.28
1870,272312.66
1871,242800.0
1872,170711.27
1873,223099.79
1874,140343.1
1875,202602.35
1876,202282.0
1877,203665.87
1878,213776.55
1879,138543.0
1880,138412.5
1881,229726.2
1882,269656.04
1883,202393.53
1884,222161.78
1885,267483.29
1886,307940.55
1887,188618.42
1888,297715.65
1889,163299.66
1890,138617.25
1891,144002.22
1892,110574.99
1893,137463.37
1894,123604.48
1895,153804.0
1896,122754.5
1897,115656.0
1898,104813.12
1899,123424.29
1900,135291.0
1901,161674.84
1902,132931.5
1903,214582.84
1904,135380.0
1905,176403.0
1906,160252.82
1907,209895.7
1908,127769.69
1909,137962.97
1910,131981.46
1911,193612.5
1912,249367.15
1913,148522.13
1914,80106.5
1915,320380.09
1916,74557.0
1917,259189.67
1918,139220.26666666666
1919,161107.4
1920,150914.65
1921,397871.27
1922,327279.69
1923,203477.95
1924,214107.28
1925,223348.69
1926,380561.21
1927,138344.75
1928,156497.0
1929,123600.0
1930,132171.82
1931,139235.5
1932,143659.14
1933,167049.67
1934,183841.71
1935,180506.39
1936,192630.35
1937,184618.55
1938,167421.12
1939,240853.28
1940,208365.86
1941,176443.34
1942,189932.0
1943,207491.86
1944,309856.78
1945,377793.92
1946,160934.6
1947,309786.15
1948,170935.55
1949,225530.65
1950,173442.91
1951,260841.1
1952,219674.37
1953,160673.0
1954,208139.5
1955,126717.42
1956,269137.28
1957,161951.25
1958,309071.44
1959,138474.24
1960,113689.5
1961,116738.49
1962,94379.0
1963,110827.0
1964,105224.36
1965,150581.76
1966,146039.75
1967,302652.71
1968,388253.18
1969,369537.3
1970,395301.61
1971,422526.97
1972,358482.26
1973,276608.93
1974,304940.61
1975,426210.15
1976,279782.26
1977,365278.81
1978,356938.95
1979,350502.17
1980,192501.93
1981,341780.45
1982,231875.26
1983,217171.34
1984,168119.05
1985,196298.76
1986,202948.52
1987,181192.28
1988,179500.9
1989,191829.05
1990,212564.02
1991,221344.49
1992,210513.51
1993,170651.15
1994,247900.05
1995,185728.1
1996,253921.67
1997,312727.91
1998,352741.63
1999,252149.06
2000,301348.83
2001,268572.99
2002,227078.56
2003,254430.8
2004,271739.46
2005,237952.3
2006,234310.19
2007,246342.2
2008,207204.02
2009,192660.5
2010,195466.5
2011,149224.64
2012,176647.1
2013,183311.97
2014,191746.5
2015,197359.05
2016,196272.75
2017,204386.77
2018,122648.33
2019,134977.0
2020,125675.76
2021,112674.66
2022,181929.5
2023,152496.46
2024,226786.0
2025,373005.89
2026,179014.58
2027,151123.56
2028,155587.3
2029,169525.9
2030,280878.69
2031,261706.05
2032,280116.57
2033,277329.23
2034,162482.86
2035,209177.05
2036,211371.54
2037,221806.17
2038,322557.77
2039,220138.87
2040,387452.18
2041,292237.04
2042,203634.61
2043,163562.0
2044,171715.05
2045,212847.78
2046,135499.47
2047,154483.18
2048,135719.8
2049,133733.77
2050,178864.2
2051,102576.5
2052,136889.25
2053,143064.75
2054,86746.0
2055,153084.1
2056,125346.5
2057,122015.75
2058,218807.7
2059,124721.5
2060,159266.37
2061,174019.2
2062,135458.75
2063,115623.5
2064,139086.0
2065,131393.5
2066,178880.0
2067,131541.42
2068,133663.9
2069,97535.33
2070,111314.0
2071,98433.54
2072,137700.14
2073,137466.0
2074,168696.05
2075,147114.0
2076,123856.0
2077,146784.5
2078,130626.5
2079,131996.5
2080,116714.5
2081,119844.5
2082,125598.62
2083,142849.07
2084,109760.5
2085,129798.75
2086,133479.99
2087,117912.64
2088,115981.38
2089,87644.5
2090,135433.45
2091,126202.63
2092,140118.41
2093,147999.79
2094,128392.02
2095,155586.14
2096,96785.54
2097,96908.08
2098,149357.68
2099,72423.0
2100,115631.82
2101,129432.56
2102,144895.48
2103,105065.0
2104,135235.88
2105,132904.56
2106,95447.0
2107,239980.05
2108,120366.0
2109,119045.0
2110,126011.15
2111,161107.7
2112,141461.68
2113,122043.54
2114,110383.2
2115,154613.18
2116,113839.5
2117,152631.78
2118,109754.0
2119,104375.5
2120,111181.42
2121,112137.25
2122,109513.0
2123,97201.54
2124,180808.99
2125,138382.96
2126,163751.53
2127,164342.18
2128,136243.5
2129,98386.0
2130,152555.84
2131,166230.73
2132,118671.0
2133,117144.75
2134,119245.0
2135,106964.5
2136,81742.5
2137,130601.25
2138,138762.0
2139,152678.5
2140,135786.5
2141,142141.42
2142,136322.87
2143,143981.79
2144,121825.75
2145,138773.0
2146,156586.16
2147,153664.0
2148,125582.5
2149,133731.6
2150,217857.58
2151,121046.54
2152,185706.25
2153,158298.5
2154,118306.6
2155,127886.04
2156,234309.9
2157,227041.18
2158,233152.52
2159,206121.4
2160,168654.03
2161,259757.85
2162,432799.06
2163,341876.56
2164,264278.95
2165,174682.14
2166,146328.5
2167,198003.82
2168,208685.83
2169,193824.5
2170,223416.62
2171,144437.69
2172,146302.74
2173,157714.4
2174,242706.32
2175,308042.02
2176,334423.77
2177,250549.0
2178,229967.8
2179,140850.61666666667
2180,212410.69
2181,186570.64
2182,230930.76
2183,196373.82
2184,139202.75
2185,135526.1
2186,148764.65
2187,149956.1
2188,153755.14
2189,164860.73
2190,88470.25
2191,91106.5
2192,99423.0
2193,102867.0
2194,103281.64
2195,112577.5
2196,108237.29
2197,110834.25
2198,145241.05
2199,169888.5
2200,121326.58
2201,125710.7
2202,195835.28
2203,157788.35
2204,170161.52
2205,110324.5
2206,132880.5
2207,213871.58
2208,224102.38
2209,193042.0
2210,129792.31
2211,118319.0
2212,114573.37
2213,102595.5
2214,143451.64
2215,108986.58
2216,145998.55
2217,82030.83
2218,92834.54
2219,86694.04
2220,89535.0
2221,318680.09
2222,215455.77
2223,248021.6
2224,223733.88
2225,140953.09
2226,185339.78
2227,191430.1
2228,286147.33
2229,253788.79
2230,155663.34
2231,212672.89
2232,183144.0
2233,174998.32
2234,270090.29
2235,204361.0
2236,285893.28
2237,346731.91
2238,195868.55
2239,130052.75
2240,166020.65
2241,150254.0
2242,139135.4
2243,138750.95
2244,104735.83
2245,99187.0
2246,144912.37
2247,100424.5
2248,122175.0
2249,125542.5
2250,138518.5
2251,122556.87
2252,185129.0
2253,154633.15
2254,180395.72
2255,196964.4
2256,182147.75
2257,202308.79
2258,174935.11
2259,178304.0
2260,153384.33
2261,192866.21
2262,222448.68
2263,331049.61
2264,434167.22
2265,175557.37
2266,285443.85
2267,363425.29
2268,370385.79
2269,166471.96
2270,181970.0
2271,224056.9
2272,207009.11
2273,165842.37
2274,173869.0
2275,162741.0
2276,165807.54
2277,188721.0
2278,160628.0
2279,123588.39
2280,111965.5
2281,180549.36
2282,179864.3
2283,97212.5
2284,104576.1
2285,144151.32
2286,130123.83
2287,332039.08
2288,267517.86
2289,385685.07
2290,407374.78
2291,315404.82
2292,410118.81
2293,423505.75
2294,374628.69
2295,429572.51
2296,275286.36
2297,301131.14
2298,306567.26
2299,379919.99
2300,310341.48
2301,272628.26
2302,226254.35
2303,249773.05
2304,245559.26
2305,182796.67
2306,183859.22
2307,189281.71
2308,218694.11
2309,282302.34
2310,216674.51
2311,189511.05
2312,178526.24
2313,174271.44
2314,178995.16
2315,174355.34
2316,181109.47
2317,177357.96
2318,174168.33
2319,176606.44
2320,181970.35
2321,260415.44
2322,170344.94
2323,173747.09
2324,165566.25
2325,214828.3
2326,164309.9
2327,205417.51
2328,214991.65
2329,185600.22
2330,179925.7
2331,360955.82
2332,355076.8
2333,304300.07
2334,262906.55
2335,254273.39
2336,323755.44
2337,201720.61
2338,294794.57
2339,238875.95
2340,386243.1
2341,214891.8
2342,248761.17
2343,219337.65
2344,227616.0
2345,244691.1
2346,232081.48
2347,196849.73
2348,236826.7
2349,150800.26
2350,273694.8
2351,242906.3
2352,249906.23
2353,221514.29
2354,130975.0
2355,146735.7
2356,153570.87
2357,202133.1
2358,200080.25
2359,117666.08
2360,121868.0
2361,141806.5
2362,260977.29
2363,140714.87
2364,152697.52
2365,224534.36
2366,195270.1
2367,223222.08
2368,194598.08
2369,214242.76
2370,168976.9
2371,168062.18
2372,188319.28
2373,275434.53
2374,291018.61
2375,252322.61
2376,268348.0
2377,354667.41
2378,138229.75
2379,201676.69
