Id,SalePrice
1461,129637.33
1462,157196.0
1463,180432.0
1464,188554.92
1465,208112.12
1466,184321.7
1467,173668.79
1468,177260.32
1469,182200.42
1470,120768.5
1471,192810.06
1472,91622.0
1473,109924.5
1474,153899.5
1475,140960.25
1476,370208.02
1477,249521.52
1478,304796.55
1479,250679.7
1480,450178.88
1481,297052.12
1482,213129.12
1483,180618.37
1484,170855.29
1485,170841.95
1486,198280.86
1487,343913.09
1488,240473.27
1489,205067.85
1490,198148.1
1491,193437.59
1492,95958.04
1493,183152.32
1494,289631.7
1495,297468.14
1496,218290.9
1497,188886.99
1498,152372.33
1499,150428.33
1500,158122.94
1501,172710.9
1502,162194.31
1503,307333.66
1504,231180.41
1505,219031.48
1506,194933.5
1507,233452.2
1508,206135.85
1509,167380.0
1510,151090.0
1511,150645.0
1512,169087.89
1513,158886.46
1514,167305.5
1515,173347.79
1516,170698.85
1517,152328.75
1518,130012.45
1519,221967.26
1520,137624.39
1521,146231.0
1522,166065.0
1523,109478.5
1524,121386.25
1525,130167.33
1526,127034.5
1527,109609.0
1528,127197.83
1529,141646.47
1530,167549.0
1531,131697.03
1532,103412.0
1533,149589.57
1534,115319.0
1535,161491.75
1536,119191.41
1537,84622.5
1538,194450.7
1539,236230.01
1540,115938.91
1541,153823.09
1542,141692.09
1543,208521.89
1544,80240.5
1545,107058.5
1546,125291.5
1547,131510.5
1548,129922.9
1549,125611.0
1550,139498.64
1551,119690.75
1552,149098.33
1553,149020.24
1554,112588.45
1555,173302.5
1556,94014.12
1557,127748.75
1558,97866.5
1559,118985.05
1560,149542.12
1561,155410.05
1562,125548.0
1563,118367.66
1564,164074.71
1565,150051.08
1566,207030.68
1567,82028.0
1568,230416.8
1569,144656.34
1570,137517.29
1571,132231.76
1572,145189.0
1573,238548.36
1574,126088.55
1575,209418.46
1576,213659.36
1577,204407.65
1578,156726.99
1579,142155.3
1580,189129.05
1581,142492.87
1582,127996.5
1583,339779.36
1584,244249.33
1585,138945.5
1586,76551.54
1587,114430.5
1588,153966.57
1589,103550.54
1590,134008.25
1591,105292.5
1592,125835.55
1593,118175.83
1594,133140.61
1595,131661.34
1596,227537.59
1597,158651.72
1598,188279.95
1599,211050.28
1600,197339.17
1601,82698.0
1602,116183.32
1603,103363.16
1604,286841.63
1605,245766.66
1606,167188.14
1607,177941.56
1608,214365.53
1609,199150.15
1610,156045.33
1611,151400.42
1612,160570.79
1613,171031.72
1614,119803.16
1615,90518.33
1616,87350.0
1617,92054.5
1618,127732.5
1619,133735.33
1620,152147.74
1621,140867.94
1622,157613.52
1623,291525.61
1624,218314.78
1625,127680.83
1626,171025.0
1627,188663.4
1628,288601.11
1629,173588.02
1630,385359.44
1631,228203.34
1632,247860.47
1633,166455.15
1634,181510.03
1635,182606.72
1636,168352.75
1637,168908.69
1638,207486.48
1639,182575.5
1640,243200.1
1641,179548.85
1642,210724.28
1643,225527.99
1644,228969.33
1645,176655.5
1646,153459.87
1647,162263.62
1648,145341.5
1649,141358.09
1650,119532.1
1651,120146.04
1652,92299.0
1653,99713.5
1654,158737.53
1655,154075.0
1656,150260.05
1657,158713.58
1658,153141.75
1659,144101.65
1660,145088.0
1661,421566.07
1662,374138.41
1663,374599.18
1664,434278.28
1665,317990.63
1666,328650.13
1667,366282.15
1668,323993.72
1669,298300.86
1670,325426.88
1671,253923.34
1672,437923.08
1673,304463.92
1674,249758.58
1675,190071.73
1676,187810.83
1677,216275.42
1678,424000.27
1679,381048.46
1680,338861.78
1681,276164.55
1682,302823.36
1683,184558.94
1684,173852.25
1685,175685.5
1686,168799.83
1687,166677.89
1688,187804.02
1689,192157.19
1690,181928.2
1691,170403.58
1692,272014.68
1693,167389.32
1694,183431.83
1695,166901.8
1696,266540.98
1697,167387.04
1698,355536.13
1699,334698.89
1700,239424.8
1701,261501.63
1702,256302.31
1703,250333.83
1704,303553.33
1705,249389.16
1706,386526.62
1707,218631.93
1708,218151.08
1709,284208.86
1710,229046.36
1711,262444.92
1712,227403.75
1713,240759.82
1714,218324.77
1715,201252.4
1716,176397.5
1717,159929.67
1718,138323.55
1719,206853.62
1720,257776.37
1721,162028.0
1722,130010.75
1723,155520.37
1724,212611.95
1725,234001.15
1726,189252.5
1727,178289.35
1728,185671.79
1729,163515.47
1730,171633.88
1731,122160.49
1732,132193.0
1733,125126.83
1734,134008.25
1735,131279.33
1736,113781.15
1737,362158.78
1738,217574.64
1739,257898.14
1740,190867.15
1741,182849.61
1742,172069.8
1743,163415.38
1744,314293.28
1745,215291.12
1746,277278.52
1747,212766.99
1748,209731.29
1749,158318.07
1750,150392.87
1751,234283.18
1752,124623.33
1753,141480.84
1754,213398.5
1755,166403.0
1756,120020.92
1757,122210.0
1758,148758.0
1759,170091.55
1760,156375.82
1761,150362.11
1762,173030.72
1763,168448.9
1764,118297.0
1765,181023.05
1766,167291.5
1767,208643.48
1768,139019.5
1769,161673.96
1770,141392.25
1771,138113.0
1772,143337.26
1773,142879.75
1774,130650.76
1775,135294.0
1776,121782.33
1777,117004.0
1778,132157.0
1779,118672.03
1780,179183.22
1781,134032.0
1782,98252.33
1783,131290.57
1784,103380.5
1785,122326.58
1786,153586.47
1787,165448.82
1788,62512.0
1789,101385.0
1790,93808.5
1791,184127.87
1792,154533.0
1793,136332.83
1794,140360.93
1795,136344.5
1796,125395.5
1797,111710.65
1798,127769.0
1799,115198.82
1800,125019.83
1801,129714.07
1802,160170.7
1803,155828.53
1804,140394.5
1805,135595.5
1806,109233.58
1807,151294.3
1808,118582.0
1809,125720.37
1810,145379.02
1811,110207.05
1812,111613.48
1813,120560.0
1814,100701.5
1815,72060.33
1816,104696.66
1817,124725.64
1818,145967.87
1819,114228.94
